http://www.ecogwiki.com/, http://www.ecogwiki.com/sp.posts?_type=atom
https://charsyam.wordpress.com/, https://charsyam.wordpress.com/feed/
https://b.luavis.kr/, https://b.luavis.kr/feed.xml
http://mearie.org/, 
https://medium.com/@shaynekang, https://medium.com/feed/@shaynekang
https://brunch.co.kr/@alden, https://brunch.co.kr/atom/@@3Y0
http://blog.naver.com/nackji80/, http://blog.rss.naver.com/nackji80.xml
https://jwgo.wordpress.com/, https://jwgo.wordpress.com/feed/
http://hhko.tistory.com/, http://hhko.tistory.com/rss
http://danielku.com/, http://danielku.com/atom.xml
http://theyearlyprophet.com/, http://feeds.feedburner.com/theyearlyprophet/GGGO
http://kwon37xi.egloos.com/, http://rss.egloos.com/blog/kwon37xi
http://willbesomething.com/, http://willbesomething.com/feed/
http://xguru.net/guru, http://xguru.net/feed
http://thoughts.chkwon.net/, http://thoughts.chkwon.net/feed/
http://kwang82.hankyung.com/, http://kwang82.hankyung.com/feeds/posts/default?alt=rss
http://goodhyun.com/, http://feeds.feedburner.com/goodhyun
http://nolboo.github.io/, http://nolboo.github.io/feed.xml
http://nacyot.com/, 
http://daegikim.github.io/, 
http://hatemogi.com/, http://hatemogi.com/index.xml
http://insanehong.kr/, http://insanehong.kr/rss.xml
http://www.dokyun.pe.kr/, http://www.dokyun.pe.kr/rss
http://himskim.egloos.com/, http://rss.egloos.com/blog/himskim
http://html5lab.kr/, 
http://www.kmshack.kr/, http://www.kmshack.kr/feed/
http://minjang.egloos.com/, http://rss.egloos.com/blog/minjang
http://bomjun.tistory.com/, http://bomjun.tistory.com/rss
https://medium.com/@beejei, https://medium.com/feed/@beejei
http://kimbyeonghwan.tumblr.com/, http://kimbyeonghwan.tumblr.com/rss
http://blog.dsdstudio.net/, http://blog.dsdstudio.net/rss.xml
https://brunch.co.kr/@neo3xdh, https://brunch.co.kr/atom/@@ERG
http://sungsoo.github.io/, http://sungsoo.github.io/atom.xml
http://greemate.tistory.com/, http://greemate.tistory.com/rss
http://raccoonyy.github.io/, http://raccoonyy.github.io/rss/index.rss
http://www.se.or.kr/, http://www.se.or.kr/rss
https://subokim.wordpress.com/, https://subokim.wordpress.com/feed/
http://i-bada.blogspot.kr/, http://i-bada.blogspot.com/feeds/posts/default?alt=rss
http://blog.seulgi.kim/, http://blog.seulgi.kim/feeds/posts/default?alt=rss
http://haruair.com/, http://haruair.com/home/feed
http://moogi.new21.org/, 
http://knight76.tistory.com/, http://knight76.tistory.com/rss
http://blog.naver.com/drvoss, http://blog.rss.naver.com/drvoss.xml
https://kimws.wordpress.com/, https://kimws.wordpress.com/feed/
https://brunch.co.kr/@wedump, https://brunch.co.kr/atom/@@13x1
http://androidkr.blogspot.kr/, http://androidkr.blogspot.com/feeds/posts/default?alt=rss
https://jaigouk.com/, 
http://www.benjaminlog.com/, http://feeds.feedburner.com/crazytazo
